uid	Status	Filename	Sequence	Page	NameString	NameStringSic	Genus	GenusSic	Subgenus	OrigAuthor	CombAuthor	Citation	Cit1Author	Cit1NameString	Cit1Title	Cit1Volume	Cit1Number	Cit1Date	Cit1Pages	Cit1Status	Cit1Other	Cit2	Cit3	Cit4	varr	publication	leftovers	AfterDash	bid	extra_lines_flag	Iteration	Unicode	AdditionCorrection	TaxonRankID	IsHomonym	RLPComments	Flag
176944	1	SIL34_02_10_0230	36	2476	folineae	0	Cellepora	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 39			Mem. An. s. vert. Napoli, III	(—)		1828	39							Mem An s vert Napoli				0	1	folineae Cellepora, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 39.	0	70	0		0
176945	1	SIL34_02_10_0230	37	2476	folineae	0	Murex	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 222			Mem. An. s. vert. Napoli, III	(—)		1828	222							Mem An s vert Napoli				0	1	folineae Murex, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 222.	0	70	0		0
177034	1	SIL34_02_10_0232	19	2478	fontana	0	Physa	0			S. S. Haldeman	Mon. Limniades N. Amer., wrapper of (2) Jan. 1841 [3]			Mon. Limniades N. Amer.			wrapper of (2) Jan. 1841	[3]							Mon Limniades N Amer				0	1	fontana Physa, S. S. Haldeman, Mon. Limniades N. Amer., wrapper of (2) Jan. 1841 [3].	0	70	0		0
177716	1	SIL34_02_10_0245	49	2491	forskahli	0	Pleurobrachus	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 154			Mem. An. s. vert. Napoli, III	(—)		1828	154							Mem An s vert Napoli				0	1	forskahli Pleurobrachus, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 154.	0	70	0		0
177717	1	SIL34_02_10_0245	50	2491	forskalii	0	Pleurobranchus	0			E. Rueppell & Leuckart in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 18	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Wirbellose Thiere	(—)		1830 <em>vel</em> 1831	18							Reise				1	1	forskalii Pleurobranchus, E. Rueppell & Leuckart in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 18.	0	70	0		0
177998	1	SIL34_02_10_0251	13	2497	fossula	0	Scarabaeus	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 210			Ins. Afr. Amér.	(—)		1813-20	210							Ins Afr Amér				0	1	fossula Scarabaeus, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 210.	0	70	0		0
178385	1	SIL34_02_10_0259	1	2505	fragilis	0	Lymnea	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Moll. terr. pl. 1			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Moll. terr. pl. 1							Atlas to Conch foss tert Adour				1	1	fragilis Lymnea, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Moll. terr. pl. 1.	0	70	0		0
178774	1	SIL34_02_10_0266	23	2512	freieslebeni	0	Palaeoniscus (Bl.)	0			J. L. R. Agassiz	Poiss. Foss. II (1), 5 (1833), 66 (1834).—P. f			Poiss. Foss. II (1)			(1833)	5			66 (1834)				Poiss Foss		P. f—bense.		1	1	freieslebeni Palaeoniscus (Bl.), J. L. R. Agassiz, Poiss. Foss. II (1), 5 (1833), 66 (1834).—P. f—bense.	0	70	0		0
178792	1	SIL34_02_10_0266	41	2512	fremenvilleus	0	Turbo (Risso)	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 224			Mem. An. s. vert. Napoli, III	(—)		1828	224							Mem An s vert Napoli		[Alvania.		1	1	fremenvilleus Turbo (Risso), S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 224.—[Alvania.	0	70	0		0
179187	1	SIL34_02_10_0275	9	2521	frontalis	0	Columba	0			C. J. Temminck in Knip	Les Pigeons, III (—) 1811, 18	Knip		Les Pigeons, III	(—)		1811	18							Les Pigeons				0	1	frontalis Columba, C. J. Temminck in Knip, Les Pigeons, III (—) 1811, 18.	0	70	0		0
179780	1	SIL34_02_10_0287	6	2533	fulgens	0	Myrmeleon	0			Palisot de B.	Ins. Afr. Amér. (—) 1806, 21			Ins. Afr. Amér.	(—)		1806	21							Ins Afr Amér				0	1	fulgens Myrmeleon, Palisot de B., Ins. Afr. Amér. (—) 1806, 21.	0	70	0		0
180584	1	SIL34_02_10_0304	37	2550	fulvoguttatus	0	Caranx (Forsk.)	0			E. Rueppell in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 100	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Fische	(—)		1830 <em>vel</em> 1831	100							Reise		Scomber, 1775.		1	1	fulvoguttatus Caranx (Forsk.), E. Rueppell in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 100.—Scomber, 1775.	0	70	0		0
181747	1	SIL34_02_11_0009	28	2575	furcata	0	Pentatoma	0			Palisot de B.	Ins. Afr. Amér. (—) 1807, 46			Ins. Afr. Amér.	(—)		1807	46							Ins Afr Amér				0	1	furcata Pentatoma, Palisot de B., Ins. Afr. Amér. (—) 1807, 46.	0	70	0		0
181938	1	SIL34_02_11_0013	14	2579	furvula	0	Noctua	0			J. Huebner	Europ. Schmett., Tab. Noctua, 83			Europ. Schmett., Tab. Noctua, 83			[Fernaldo judice 1802-08]		[<em>n. et f.</em>]						Europ Schmett				1	1	furvula Noctua, J. Huebner, Europ. Schmett., Tab. Noctua, 83 [Fernaldo judice 1802-08] [[<em>n. et f.</em>].	0	70	0		0
181995	1	SIL34_02_11_0014	41	2580	fuscaria	0	Geometra	0			J. Huebner	Europ. Schmett., Tab. Geom. 77			Europ. Schmett., Tab. Geom. 77			[Fernaldo judice 1811-18]		[<em>n. et f.</em>]						Europ Schmett				1	1	fuscaria Geometra, J. Huebner, Europ. Schmett., Tab. Geom. 77 [Fernaldo judice 1808-18] [<em>n. et. f.</em>]	0	70	0		0
182763	1	SIL34_02_11_0022	5	2588	fuscoguttatus	0	Serranus	0			E. Rueppell in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 108	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Fische	(—)		1830 <em>vel</em> 1831	108							Reise				1	1	fuscoguttatus Serranus, E. Rueppell in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 108.	0	70	0		0
183038	1	SIL34_02_11_0027	27	2593	fuscipenne	0	Trypoxylon	0			Palisot de B.	Ins. Afr. Amér. (—) 1812, 115			Ins. Afr. Amér.	(—)		1812	115							Ins Afr Amér				0	1	fuscipenne Trypoxylon, Palisot de B., Ins. Afr. Amér. (—) 1812, 115.	0	70	0		0
183306	1	SIL34_02_11_0032	37	2598	fusca	0	Anculosa	0			S. S. Haldeman	Mon. Limniades N. Amer., wrapper of (3) July 1841 [3]			Mon. Limniades N. Amer.			wrapper of (3) July 1841	[3]							Mon Limniades N Amer				0	1	fusca Anculosa, S. S. Haldeman, Mon. Limniades N. Amer., wrapper of (3) July 1841 [3].	0	70	0		0
183724	1	SIL34_02_11_0041	29	2607	fusca	0	Ranatra	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 235			Ins. Afr. Amér.	(—)		1813-20	235							Ins Afr Amér				0	1	fusca Ranatra, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 235.	0	70	0		0
183820	1	SIL34_02_11_0043	18	2609	fuscus	0	Truxalis	0			Palisot de B.	Ins. Afr. Amér. (—) 1807, 80			Ins. Afr. Amér.	(—)		1807	80							Ins Afr Amér				0	1	fuscus Truxalis, Palisot de B., Ins. Afr. Amér. (—) 1807, 80.	0	70	0		0
184012	1	SIL34_02_11_0094	38	2660	geniculata	0	Polia	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 177			Mem. An. s. vert. Napoli, III	(—)		1828	177							Mem An s vert Napoli				0	1	geniculata Polia, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 177.	0	70	0		0
184294	1	SIL34_02_11_0302	13	2868	guttatus	0	Ptyodactylus	0			C. H. G. v. Heyden in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) (—) 1830 <em>vel</em> 1831, 13	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.)	(—)		1830 <em>vel</em> 1831	13							Reise				1	1	guttatus Ptyodactylus, C. H. G. v. Heyden in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) (—) 1830 <em>vel</em> 1831, 13.	0	70	0		0
184432	1	SIL34_02_11_0047	37	2613	gabata	0	Helix (Caracolla)	0			A. A. Gould	Proc. Boston Soc. N. H. I (—) 1844, 139 ; Boston [Journ. N. H. IV (4) 1844, 454			Proc. Boston Soc. N. H. I	(—)		1844	139			Boston [Journ. N. H. IV (4) 1844, 454				Proc Boston Soc N H				1	2	gabata Helix (Caracolla), A. A. Gould, Proc. Boston Soc. N. H. I (—) 1844, 139 ; Boston [Journ. N. H. IV (4) 1844, 454.	0	70	0		0
184837	1	SIL34_02_11_0055	27	2621	galbana	0	Amnicola	0			S. S. Haldeman	Mon. Limniades N. Amer., wrapper of (4) Jan. [1842 [4]			Mon. Limniades N. Amer.			wrapper of (4) Jan. 1842	[4]							Mon Limniades N Amer				1	1	galbana Amnicola, S. S. Haldeman, Mon. Limniades N. Amer., wrapper of (4) Jan. [1842 [4].	0	70	0		0
186977	1	SIL34_02_11_0100	12	2666	geographica	0	Clidia (Fab.)	0			J. A. Boisduval	Ic. hist. lépidopt. Europe, II (—) 1835, 151			Ic. hist. lépidopt. Europe, II	(—)		1835	151							Ic hist lépidopt Europe		Noctua, 1787.		1	1	geographica Clidia (Fab.), J. A. Boisduval, Ic. hist. lépidopt. Europe, II (—) 1835, 151.—Noctua, 1787.	0	70	0		0
187046	1	SIL34_02_11_0101	34	2667	geometrica	0	Muraena	0			E. Rueppell in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 118	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Fische	(—)		1830 <em>vel</em> 1831	118							Reise				1	1	geometrica Muraena, E. Rueppell in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 118.	0	70	0		0
187103	1	SIL34_02_11_0102	40	2668	georgiae	0	Scarites	0			Palisot de B.	Ins. Afr. Amér. (—) 1812, 107			Ins. Afr. Amér.	(—)		1812	107							Ins Afr Amér				0	1	georgiae Scarites, Palisot de B., Ins. Afr. Amér. (—) 1812, 107.	0	70	0		0
187571	1	SIL34_02_11_0112	45	2678	gibberula	0	Pleurotoma	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840—46 [<em>vero propius</em> 1847], Pleurotomes, pl. III			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Pleurotomes, pl. III							Atlas to Conch foss tert Adour				1	1	gibberula Pleurotoma, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840—46 [<em>vero propius</em> 1847], Pleurotomes, pl. III.	0	70	0		0
187641	1	SIL34_02_11_0114	15	2680	gibbosulum	0	Buccinum	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Suppl., pl. 1			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Suppl., pl. 1							Atlas to Conch foss tert Adour				1	1	gibbosulum Buccinum, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Suppl., pl. 1.	0	70	0		0
187893	1	SIL34_02_11_0119	24	2685	gibbosa	0	Scutellera	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 233			Ins. Afr. Amér.	(—)		1813-20	233							Ins Afr Amér				0	1	gibbosa Scutellera, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 233.	0	70	0		0
188574	1	SIL34_02_11_0135	34	2701	gigas	0	Phasma	0			Palisot de B.	Ins. Afr. Amér. (—) 1812, 109			Ins. Afr. Amér.	(—)		1812	109							Ins Afr Amér				0	1	gigas Phasma, Palisot de B., Ins. Afr. Amér. (—) 1812, 109.	0	70	0		0
188584	1	SIL34_02_11_0135	44	2701	gigas	0	Planaria	0			E. Rueppell & Leuckart	Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.), Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 14			Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.), Wirbellose Thiere	(—)		1830 <em>vel</em> 1831	14							Atlas zu Rueppell				1	1	gigas Planaria, E. Rueppell & Leuckart, Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.), Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 14.	0	70	0		0
188611	1	SIL34_02_11_0136	21	2702	gigas	0	Scorpio	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 190			Ins. Afr. Amér.	(—)		1813-20	190							Ins Afr Amér				0	1	gigas Scorpio, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 190.	0	70	0		0
189392	1	SIL34_02_11_0152	38	2718	gladiator	0	Pentatoma (Fab.)	0			Palisot de B.	Ins. Afr. Amér. (—) 1813, 127			Ins. Afr. Amér.	(—)		1813	127							Ins Afr Amér		Cimex, 1775.		0	1	gladiator Pentatoma (Fab.), Palisot de B., Ins. Afr. Amér. (—) 1813, 127.—Cimex, 1775.	0	70	0		0
189424	1	SIL34_02_11_0153	18	2719	glama	0	Tritonia	0			E. Rueppell & Leuckart in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 16	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Wirbellose Thiere	(—)		1830 <em>vel</em> 1831	16							Reise				1	1	glama Tritonia, E. Rueppell & Leuckart in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 16.	0	70	0		0
190061	1	SIL34_02_11_0167	46	2733	globosa	0	Natica	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Natices, pl. 5			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Natices, pl. 5							Atlas to Conch foss tert Adour				1	1	globosa Natica, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Natices, pl. 5.	0	70	0		0
190809	1	SIL34_02_11_0178	17	2744	glutinosa	0	Plethodon (Green)	0			J. J. Tschudi	Classif. Batrach. 1838,—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 58			Classif. Batrach.			1838								Classif Batrach	<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 58	Salamandra.		1	1	glutinosa Plethodon (Green), J. J. Tschudi, Classif. Batrach. 1838,—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 58.—Salamandra.	0	70	0		0
190813	1	SIL34_02_11_0178	21	2744	Glycemeris	0		0			J. E. Gray in Griffith's Cuvier	Anim. Kingd., Moll. etc. 1834, 597, f. n. [<em>err.	Griffith's Cuvier		Anim. Kingd., Moll. etc.			1834	597, f. n.							Anim Kingd	 [<em>err. Pro</em> Glauconome]			1	1	Glycemeris J. E. Gray in Griffith's Cuvier, Anim. Kingd., Moll. etc. 1834, 597, f. n. [<em>err. [pro</em> Glauconome].	0	60	1		0
190888	1	SIL34_02_11_0179	46	2745	Glyphopteryx	0		0			L. Agassiz	Nomen. Zool. Index Univ. 1846.—			Nomen. Zool. Index Univ.			1846								Nomen Zool Index Univ	<em>emend. pro</em> Glyphipterix, Hübn. 1826 ; G—yx, Zeller, 1839.			1	2	Glyphopteryx L. Agassiz, Nomen. Zool. Index Univ. 1846.—<em>emend. pro</em> Glyphipterix, Hübn. 1826 ; G—yx, Zeller, 1839.	0	60	0		0
191106	1	SIL34_02_11_0184	6	2750	godefrida	0	Columba	0			C. J. Temminck in Knip	Les Pigeons, II (—) 1811, 125	Knip		Les Pigeons, II	(—)		1811	125							Les Pigeons				0	1	godefrida Columba, C. J. Temminck in Knip, Les Pigeons, II (—) 1811, 125.	0	70	0		0
191721	1	SIL34_02_11_0196	3	2762	gorgone	0	Erebia	0			J. A. Boisduval	Ic. hist. lépidopt. Europe, I (—) 1833, 150			Ic. hist. lépidopt. Europe, I	(—)		1833	150							Ic hist lépidopt Europe				0	1	gorgone Erebia, J. A. Boisduval, Ic. hist. lépidopt. Europe, I (—) 1833, 150.	0	70	0		0
192128	1	SIL34_02_11_0203	32	2769	gracilis	0	Acteon	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Plicacéens, pl. 1			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Plicacéens, pl. 1							Atlas to Conch foss tert Adour		Auricula, 1828.		1	1	gracilis Acteon, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Plicacéens, pl. 1.—Auricula, 1828.	0	70	0		0
192228	1	SIL34_02_11_0205	25	2771	gracilis	0	Buceros	0			C. J. Temminck in T. & Laugier	Pls. color. (89) Feb. 1832, (90) July 1832	T. & Laugier		Pls. color. (89) Feb. 1832, (90) July 1832			Feb. 1832	Pls. color. (89)			(90) July 1832				Pls color				0	1	gracilis Buceros, C. J. Temminck in T. & Laugier, Pls. color. (89) Feb. 1832, (90) July 1832.	0	70	0		0
192598	1	SIL34_02_11_0212	13	2778	gracilis	0	Melania	0			Anthony in S. S. Haldeman	Mon. Limniades N. Amer., wrapper of (4) Jan. 1842 [4]	S. S. Haldeman		Mon. Limniades N. Amer.			wrapper of (4) Jan. 1842	[4]							Mon Limniades N Amer				1	1	gracilis Melania, Anthony in S. S. Haldeman, Mon. Limniades N. Amer., wrapper of (4) Jan. 1842 [4].	0	70	0		0
192755	1	SIL34_02_11_0215	9	2781	gracile	0	Platysoma	0			J. Le Conte	Proc. Boston Soc. N. H. I (—) 1844, 185 ; Boston Journ. N. H. V (1) 1845, 41			Proc. Boston Soc. N. H. I	(—)		1844	185			Boston Journ. N. H. V (1) 1845, 41				Proc Boston Soc N H				1	2	gracile Platysoma, J. Le Conte, Proc. Boston Soc. N. H. I (—) 1844, 185 ; Boston Journ. N. H. V (1) 1845, 41.	0	70	0		0
193844	1	SIL34_02_11_0238	9	2804	granosus	0	Hemidactylus	0			C. H. G. v. Heyden in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Rept. (—) 1830 <em>vel</em> 1831, 17	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Rept.	(—)		1830 <em>vel</em> 1831	17							Reise				1	1	granosus Hemidactylus, C. H. G. v. Heyden in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Rept. (—) 1830 <em>vel</em> 1831, 17.	0	70	0		0
193867	1	SIL34_02_11_0238	32	2804	granosus	0	Polydesmus	0			Gervais & Goudot	Ann. Soc. Ent. France [2] II. 1844, Ann. [p. xxviii			Ann. Soc. Ent. France [2] II.			1844, Ann.	[p. xxviii							Ann Soc Ent France				1	1	granosus Polydesmus, Gervais & Goudot, Ann. Soc. Ent. France [2] II. 1844, Ann. [p. xxviii.	0	70	0		0
194330	1	SIL34_02_11_0249	48	2815	granulosus	0	Polydesmus	0			Palisot de B.	Ins. afr. Amér. (—) 1813-20, 156			Ins. afr. Amér.	(—)		1813-20	156							Ins afr Amér				0	1	granulosus Polydesmus, Palisot de B., Ins. afr. Amér. (—) 1813-20, 156.	0	70	0		0
194516	1	SIL34_02_11_0253	29	2819	grateloupiana	0	Nerita	0			A. E. Férussac in G. P. Deshayes in A. E. Férussac	H. N. g. et p. Moll., wrapper of livr. 20, 1823	G. P. Deshayes in A. E. Férussac		H. N. gen. et part. Moll.			wrapper of livr. 20, 1822		[<em>n. et f.</em>]						H N g et p Moll				1	1	grateloupiana Nerita, A. E. Férussac in G. P. Deshayes in A. E. Férussac, H. N. g. et p. Moll., wrapper of livr. 20, 1823 [<em>n. et f.</em>].	0	70	0		0
194584	1	SIL34_02_11_0254	51	2820	grata	0	Pentatoma	0			Palisot de B.	Ins. Afr. Amér. (—) 1813, 129			Ins. Afr. Amér.	(—)		1813	129							Ins Afr Amér				0	1	grata Pentatoma, Palisot de B., Ins. Afr. Amér. (—) 1813, 129.	0	70	0		0
195299	1	SIL34_02_11_0268	41	2834	griseus	0	Elater	0			Palisot de B.	Ins. Afr. Afr. Amér. (—) 1813-20, 214			Ins. Afr. Amér.	(—)		1813-20	214							Ins Afr Afr Amér				0	1	griseus Elater, Palisot de B., Ins. Afr. Afr. Amér. (—) 1813-20, 214.	0	70	0		0
195508	1	SIL34_02_11_0272	50	2838	griseus	0	Vanellus	0			P. B. Webb	S. Berthelot & A. Moquin-Tandon (<em>ex</em> Briss.), Canaries [(Orn.) [me judice 1841], 34			S. Berthelot & A. Moquin-Tandon (<em>ex</em> Briss.), Canaries (Orn.)			[me judice 1841]	34							S Berthelot & A Moquin-Tandon				1	1	griseus Vanellus, P. B. Webb, S. Berthelot & A. Moquin-Tandon (<em>ex</em> Briss.), Canaries [(Orn.) [me judice 1841], 34.	0	70	0		0
195801	1	SIL34_02_11_0278	40	2844	groyana	0	Nerita	0			A. E. Férussac in G. P. Deshayes in A. E. Férussac	H. N. g. et p. Moll., wrapper of livr. 20, 1823	G. P. Deshayes in A. E. Férussac		H. N. gen. et part. Moll.			wrapper of livr. 20, 1822		[<em>n. et f.</em>]						H N g et p Moll				1	1	groyana Nerita, A. E. Férussac in G. P. Deshayes in A. E. Férussac, H. N. g. et p. Moll., wrapper of livr. 20, 1823 [<em>n. et f.</em>].	0	70	0		0
196518	1	SIL34_02_11_0292	32	2858	gularis	0	Arctopithecus (Ruepp.)	0			J. E. Gray	Proc. Zool. Soc. London, XVII (194) Jan.—[June 1850, 70			Proc. Zool. Soc. London, XVII	(194)		Jan.-June 1850	70							Proc Zool Soc London		Bradypus.		1	1	gularis Arctopithecus (Ruepp.), J. E. Gray, Proc. Zool. Soc. London, XVII (194) Jan.—[June 1850, 70.—Bradypus.	0	70	0		0
196761	1	SIL34_02_11_0298	17	2864	guttatus	0	Caryocatactes	0			S. Nilsson	Orn. Suec. I. 1817, corrig.			Orn. Suec. I.			1817	corrig.							Orn Suec	[p. 318]			0	1	guttatus Caryocatactes, S. Nilsson, Orn. Suec. I. 1817, corrig. [p. 318].	0	70	0		0
197271	1	SIL34_02_11_0310	1	2876	gymnophtalmos	0	Columba	0			C. J. Temminck in Knip	Les Pigeoons, II (—) 1809, 48	Knip		Les Pigeoons, II	(—)		1809	48							Les Pigeoons				0	1	gymnophtalmos Columba, C. J. Temminck in Knip, Les Pigeoons, II (—) 1809, 48.	0	70	0		0
198484	1	SIL34_02_12_0128	18	3006	hirtipes	0	Pentatoma	0			Palisot de B.	Ins. Afr. Amér. (—) 1812, 114			Ins. Afr. Amér.	(—)		1812	114							Ins Afr Amér				0	1	hirtipes Pentatoma, Palisot de B., Ins. Afr. Amér. (—) 1812, 114.	0	70	0		0
199017	1	SIL34_02_12_0022	24	2900	halietiformis	0	Sesia	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1846, 78			Syst. Bearb. Schmett. Europ. II	(—)		1846	78							Syst Bearb Schmett Europ				0	1	halietiformis Sesia, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1846, 78.	0	70	0		0
199215	1	SIL34_02_12_0026	17	2904	Hamadryas	0		0			J. Huebner	Exot. Schmett., Tab. Hamadryas amphinome, 1806			Exot. Schmett. Tab. Hamadryas amphinome			1806		[<em>n. et f.</em>]						Exot Schmett		Lep.		1	1	Hamadryas J. Huebner, Exot. Schmett., Tab. Hamadryas amphinome, 1806.—Lep. [<em>n. et f.</em>].	0	60	1		0
199821	1	SIL34_02_12_0040	1	2918	harrisella	0	Caenis	0			J. F. Stephens	Nom. Brit. Ins., ed. 2, July 1833, App. ; & Ill. Brit. Ent. (Mand. VI.) Ap. 1836, 61			Nom. Brit. Ins., ed. 2			July 1833	App.			& Ill. Brit. Ent. (Mand. VI.) Ap. 1836, 61				Nom Brit Ins				1	2	harrisella Caenis, J. F. Stephens, Nom. Brit. Ins., ed. 2, July 1833, App. ; & Ill. Brit. Ent. (Mand. VI.) Ap. 1836, 61.	0	70	0		0
199840	1	SIL34_02_12_0040	20	2918	harrisii	0	Omalodes	0			J. Le Conte	Proc. Boston Soc. N. H. I (—) 1844, 185 ; Boston Journ. N. H. V. (1) 1845, 44			Proc. Boston Soc. N. H. I	(—)		1844	185			Boston Journ. N. H. V. (1) 1845, 44				Proc Boston Soc N H				1	2	harrisii Omalodes, J. Le Conte, Proc. Boston Soc. N. H. I (—) 1844, 185 ; Boston Journ. N. H. V. (1) 1845, 44.	0	70	0		0
200158	1	SIL34_02_12_0178	47	3056	humeralis	0	Hylostoma (<em>sic</em> = Hylotoma)	0			Palisot de B.	Ins. Afr. Amér. (—) 1809, 99			Ins. Afr. Amér.	(—)		1809	99							Ins Afr Amér				0	9	humeralis Hylostoma (<em>sic</em> = Hylotoma), Palisot de B., Ins. Afr. Amér. (—) 1809, 99.	0	70	0		0
200280	1	SIL34_02_12_0201	23	3079	Hyladactylus	0		0			J. J. Tschudi	Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 48 & 85			Classif. Batrach.			1838								Classif Batrach	<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 48 & 85	R.		1	1	Hyladactylus J. J. Tschudi, Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 48 & 85.—R.	0	60	0		0
200635	1	SIL34_02_12_0050	25	2928	hebraica	0	Scutellera	0			Palisot de B.	Ins. Afr. Amér. (—) 1809, 81			Ins. Afr. Amér.	(—)		1809	81							Ins Afr Amér				0	1	hebraica Scutellera, Palisot de B., Ins. Afr. Amér. (—) 1809, 81.	0	70	0		0
200876	1	SIL34_02_12_0055	51	2933	Heliaca	0		0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1850-51, 370			Syst. Bearb. Schmett. Europ. II	(—)		1850-51	370							Syst Bearb Schmett Europ		Lep.		0	1	Heliaca Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1850-51, 370.—Lep.	0	60	1		0
200969	1	SIL34_02_12_0057	41	2935	helicinella	0	Psyche	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1846, 20			Syst. Bearb. Schmett. Europ. II	(—)		1846	20							Syst Bearb Schmett Europ				0	1	helicinella Psyche, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1846, 20.	0	70	0		0
201139	1	SIL34_02_12_0061	4	2939	heliodori	0	Ornismya	0			J. Bourcier	Ann. Soc. Agric. Lyon, V (—) 1843, 308			Ann. Soc. Agric. Lyon, V	(—)		1843	308							Ann Soc Agric Lyon				0	1	heliodori Ornismya, J. Bourcier, Ann. Soc. Agric. Lyon, V (—) 1843, 308.	0	70	0		0
