uid	Status	Filename	Sequence	Page	NameString	NameStringSic	Genus	GenusSic	Subgenus	OrigAuthor	CombAuthor	Citation	Cit1Author	Cit1NameString	Cit1Title	Cit1Volume	Cit1Number	Cit1Date	Cit1Pages	Cit1Status	Cit1Other	Cit2	Cit3	Cit4	varr	publication	leftovers	AfterDash	bid	extra_lines_flag	Iteration	Unicode	AdditionCorrection	TaxonRankID	IsHomonym	RLPComments	Flag
265061	1	SIL34_02_17_0011	25	4203	muricinum	0	Cerithium	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Cérites, pl. 1			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Cérites, pl. 1							Atlas to Conch foss tert Adour				1	1	muricinum Cerithium, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Cérites, pl. 1.	0	70	0		0
265068	1	SIL34_02_17_0011	32	4203	muricina	0	Turbinella	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Turbinelles, pl. iii			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Turbinelles, pl. iii							Atlas to Conch foss tert Adour				1	1	muricina Turbinella, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Turbinelles, pl. iii.	0	70	0		0
265288	1	SIL34_02_17_0058	39	4250	nana	0	Rotella	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Scalaires, pl. 1			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Scalaires, pl. 1							Atlas to Conch foss tert Adour		Solarium.		1	1	nana Rotella, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Scalaires, pl. 1.—Solarium.	0	70	0		0
265382	1	SIL34_02_17_0070	47	4262	Naticella	0		0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Natices, pl. 5			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Natices, pl. 5							Atlas to Conch foss tert Adour		G.		0	1	Naticella J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Natices, pl. 5.—G.	0	60	1		0
265716	1	SIL34_02_17_0016	46	4208	musarum	0	Locusta	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 218			Ins. Afr. Amér.	(—)		1813-20	218							Ins Afr Amér				0	1	musarum Locusta, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 218.	0	70	0		0
265717	1	SIL34_02_17_0016	47	4208	musarum	0	Mantis	0			Palisot de B.	Ins. Afr. Amér. (—) 1812, 111			Ins. Afr. Amér.	(—)		1812	111							Ins Afr Amér				0	1	musarum Mantis, Palisot de B., Ins. Afr. Amér. (—) 1812, 111.	0	70	0		0
265994	1	SIL34_02_17_0022	26	4214	musicus	0	Oriolus	0			S. Cabot	jr., Proc. Boston Soc. N. H. I (—) 1844, 155 ; Boston Journ. N. H. IV (4) 1844, 465			jr., Proc. Boston Soc. N. H. I	(—)		1844	155			Boston Journ. N. H. IV (4) 1844, 465				jr				1	9	musicus Oriolus, S. Cabot, jr., Proc. Boston Soc. N. H. I (—) 1844, 155 ; Boston Journ. N. H. IV (4) 1844, 465.	0	70	0		0
266256	1	SIL34_02_17_0206	33	4398	nodatus	0	Onthophilus	0			J. Le Conte	Proc. Boston Soc. N. H. I (—) 1844, 187 ; Boston Journ. N. H. V. (1) 1845, 83			Proc. Boston Soc. N. H. I	(—)		1844	187			Boston Journ. N. H. V. (1) 1845, 83				Proc Boston Soc N H				1	2	nodatus Onthophilus, J. Le Conte, Proc. Boston Soc. N. H. I (—) 1844, 187 ; Boston Journ. N. H. V. (1) 1845, 83.	0	70	0		0
266870	1	SIL34_02_17_0032	50	4224	Mycterophis	0		0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1850, 242			Syst. Bearb. Schmett. Europ. II	(—)		1850	242							Syst Bearb Schmett Europ		Lep.		0	1	Mycterophis Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1850, 242.—Lep.	0	60	1		0
267161	1	SIL34_02_17_0038	27	4230	Myota	0		0			M. Spinola	Tav. sin. Hem. 1850.—<em>ex</em> Mem. Soc. Ital. Sci. XXV (1) 1852, 72			Tav. sin. Hem.			1850								Tav sin Hem	<em>ex</em> Mem. Soc. Ital. Sci. XXV (1) 1852, 72	Hem.		0	1	Myota M. Spinola, Tav. sin. Hem. 1850.—<em>ex</em> Mem. Soc. Ital. Sci. XXV (1) 1852, 72.—Hem.	0	60	0		0
267350	1	SIL34_02_17_0042	2	4234	myrmosaeformis	0	Paranthrena	0			v. Heyden in Herrich-S.	Syst. Bearb. Schmett. Europ. II [(—) 1846, 59	Herrich-S.		Syst. Bearb. Schmett. Europ. II [	(—)		1846	59							Syst Bearb Schmett Europ				1	1	myrmosaeformis Paranthrena, v. Heyden in Herrich-S., Syst. Bearb. Schmett. Europ. II [(—) 1846, 59.	0	70	0		0
267407	1	SIL34_02_17_0044	9	4236	mystacea	0	Columba	0			C. J. Temminck in Knip	Les Pigeons, II (—) 1811, 124	Knip		Les Pigeons, II	(—)		1811	124							Les Pigeons				0	1	mystacea Columba, C. J. Temminck in Knip, Les Pigeons, II (—) 1811, 124.	0	70	0		0
267958	1	SIL34_02_17_0055	38	4247	nanus	0	Erinaceus	0			A. Aymard	Ann. Soc. Agric. Puy, XII. 1842-46, 1846, 1848 (wrapper), [243			Ann. Soc. Agric. Puy, XII.			1842-46, 1846, 1848 (wrapper)	243							Ann Soc Agric Puy				1	1	nanus Erinaceus, A. Aymard, Ann. Soc. Agric. Puy, XII. 1842-46, 1846, 1848 (wrapper), [243.	0	70	0		0
268154	1	SIL34_02_17_0060	21	4252	napoleonis	0	Monodonta	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Monodontes, pl. 1			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Monodontes, pl. 1							Atlas to Conch foss tert Adour				1	1	napoleonis Monodonta, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Monodontes, pl. 1.	0	70	0		0
268301	1	SIL34_02_17_0064	11	4256	nassatella	0	Fusus	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Turbinelles, pl. iii			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Turbinelles, pl. iii							Atlas to Conch foss tert Adour				1	1	nassatella Fusus, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Turbinelles, pl. iii.	0	70	0		0
268322	1	SIL34_02_17_0064	32	4256	nassoides	0	Mitra	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Suppl. pl. 1			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Suppl. pl. 1							Atlas to Conch foss tert Adour				1	1	nassoides Mitra, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Suppl. pl. 1.	0	70	0		0
268355	1	SIL34_02_17_0065	16	4257	nasulus	0	[Elosia] (Licht.)	0			J. J. Tschudi	Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 36			Classif. Batrach.			1838								Classif Batrach	<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 36	Hyla ? nasus, 1823.		1	1	nasulus [Elosia] (Licht.), J. J. Tschudi, Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 36.—Hyla ? nasus, 1823.	0	70	0		0
268871	1	SIL34_02_17_0076	3	4268	neapolitana	0	Amphitrite	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 179			Mem. An. s. vert. Napoli, III	(—)		1828	179							Mem An s vert Napoli				0	1	neapolitana Amphitrite, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 179.	0	70	0		0
268880	1	SIL34_02_17_0076	12	4268	neapolitanus	0	Echinus	0			S. d. Chiaje	Mem. An. s. vert. Napoli, II (—) 1827, 364			Mem. An. s. vert. Napoli, II	(—)		1827	364							Mem An s vert Napoli				0	1	neapolitanus Echinus, S. d. Chiaje, Mem. An. s. vert. Napoli, II (—) 1827, 364.	0	70	0		0
268973	1	SIL34_02_17_0078	1	4270	nebulosus	0	Acanthocerus	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 204			Ins. Afr. Amér.	(—)		1813-20	204							Ins Afr Amér				0	1	nebulosus Acanthocerus, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 204.	0	70	0		0
269086	1	SIL34_02_17_0080	10	4272	nebulosus	0	Hynobius (Schl.)	0			J. J. Tschudi	Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 60			Classif. Batrach.			1838								Classif Batrach	<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 60	Salamandra.		1	1	nebulosus Hynobius (Schl.), J. J. Tschudi, Classif. Batrach. 1838.—<em>ex</em> Mém. Soc. Sci. Nat. Neuchâtel, II. 1839 [1840], 60.—Salamandra.	0	70	0		0
269133	1	SIL34_02_17_0081	8	4273	nebulosum	0	Opatrum	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 142			Ins. Afr. Amér.	(—)		1813-20	142							Ins Afr Amér				0	1	nebulosum Opatrum, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 142.	0	70	0		0
269181	1	SIL34_02_17_0082	9	4274	nebulosa	0	Scutellera	0			Palisot de B.	Ins. Afr. Amér. (—) 1806, 32			Ins. Afr. Amér.	(—)		1806	32							Ins Afr Amér				0	1	nebulosa Scutellera, Palisot de B., Ins. Afr. Amér. (—) 1806, 32.	0	70	0		0
269191	1	SIL34_02_17_0082	19	4274	nebulosus	0	Tabanus	0			Palisot de B.	Ins. Afr. Amér. (—) 1813-20, 222			Ins. Afr. Amér.	(—)		1813-20	222							Ins Afr Amér				0	1	nebulosus Tabanus, Palisot de B., Ins. Afr. Amér. (—) 1813-20, 222.	0	70	0		0
269932	1	SIL34_02_17_0097	52	4289	neoridas	0	Erebia	0			J. A. Boisduval	Ic. hist. lepidopt. Europe, I (—) 1833, 148			Ic. hist. lepidopt. Europe, I	(—)		1833	148							Ic hist lepidopt Europe		Satyrus, [1828.		1	1	neoridas Erebia, J. A. Boisduval, Ic. hist. lepidopt. Europe, I (—) 1833, 148.—Satyrus, [1828.	0	70	0		0
270308	1	SIL34_02_17_0105	4	4297	nerine	0	Erebia	0			J. A. Boisduval	Ic. hist. lepidopt. Europe, I (—) 1833, 154			Ic. hist. lepidopt. Europe, I	(—)		1833	154							Ic hist lepidopt Europe		Satyrus, 1828.		0	1	nerine Erebia, J. A. Boisduval, Ic. hist. lepidopt. Europe, I (—) 1833, 154.—Satyrus, 1828.	0	70	0		0
270359	1	SIL34_02_17_0106	4	4298	neritoides	0	Naticella	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Natices, pl. 5			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Natices, pl. 5							Atlas to Conch foss tert Adour		Natica, 1827.		1	1	neritoides Naticella, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Natices, pl. 5.—Natica, 1827.	0	70	0		0
270515	1	SIL34_02_17_0109	2	4301	nesidensis	0	Amphitrite	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 179			Mem. An. s. vert. Napoli, III	(—)		1828	179							Mem An s vert Napoli				0	1	nesidensis Amphitrite, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 179.	0	70	0		0
270516	1	SIL34_02_17_0109	3	4301	nesidensis	0	Lumbricus	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 178			Mem. An. s. vert. Napoli, III	(—)		1828	178							Mem An s vert Napoli				0	1	nesidensis Lumbricus, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 178.	0	70	0		0
270525	1	SIL34_02_17_0109	12	4301	neso	0	Nereis	0			J. Huebner	Exot. Schmett., Tab. Nereis, 1806			Exot. Schmett. Tab. Nereis			1806		[<em>n. et f.</em>]						Exot Schmett				0	1	neso Nereis, J. Huebner, Exot. Schmett., Tab. Nereis, 1806 [<em>n. et f.</em>].	0	70	0		0
270628	1	SIL34_02_17_0112	11	4304	nexilis	0	Fusus	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Turbinelles, pl. iii			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Turbinelles, pl. iii							Atlas to Conch foss tert Adour				1	1	nexilis Fusus, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Turbinelles, pl. iii.	0	70	0		0
270664	1	SIL34_02_17_0112	47	4304	Nica	0		0			J. Huebner	Exot. Schmett. II., Tab. [17] [1822-26, <em>teste</em> Scudder]			Exot. Schmett. II. Tab. [17]			[1822-26, <em>teste</em> Scudder]		[<em>n. et f.</em>]						Exot Schmett		Lep.		0	1	Nica J. Huebner, Exot. Schmett. II., Tab. [17] [1822-26, <em>teste</em> Scudder].—Lep. [<em>n. et f.</em>].	0	60	1		0
270798	1	SIL34_02_17_0115	25	4307	Niconiades	0		0			J. Huebner	Exot. Schmett. II. Tab. [147] [1816-21, <em>teste</em> Scudder]			Exot. Schmett. II. Tab. [147]			[1816-21, <em>teste</em> Scudder]		[<em>n. et f.</em>]						Exot Schmett II Tab		Lep.		1	1	Niconiades J. Huebner, Exot. Schmett. II. Tab. [147] [1816-21, <em>teste</em> Scudder].—Lep. [[<em>n. et f.</em>].	0	60	1		0
271325	1	SIL34_02_17_0126	26	4318	niger	0	Picus	0			E. De	Selys-Longchamps in van der Maelen, Dict. g&#x000E9;ogr. Li&#x000E9;ge, 1831, App. p. 36 [ = P. martius, Linn.].			Selys-Longchamps in van der Maelen, Dict. géogr. Liége			1831	App. p. 36							Selys-Longchamps in van der Maelen	[ = P. martius, Linn.].			1	12	niger Picus, E. De Selys-Longchamps in van der Maelen, Dict. géogr. Liége, 1831, App. p. 36 [ = P. martius, Linn.].	0	70	0		0
271457	1	SIL34_02_17_0129	2	4321	niger	0	Tabanus	0			Palisot de B.	Ins. Afr. Amér. (—) 1807, 54			Ins. Afr. Amér.	(—)		1807	54							Ins Afr Amér				0	1	niger Tabanus, Palisot de B., Ins. Afr. Amér. (—) 1807, 54.	0	70	0		0
271610	1	SIL34_02_17_0132	2	4324	nigrescens	0	Tabanus	0			Palisot de B.	Ins. Afr. Amér. (—) 1809, 100			Ins. Afr. Amér.	(—)		1809	100							Ins Afr Amér				0	1	nigrescens Tabanus, Palisot de B., Ins. Afr. Amér. (—) 1809, 100.	0	70	0		0
272633	1	SIL34_02_17_0153	9	4345	nigromarginatus	0	Opistognathus	0			E. Rueppell in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 114	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Fische	(—)		1830 <em>vel</em> 1831	114							Reise				1	1	nigromarginatus Opistognathus, E. Rueppell in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Fische (—) 1830 <em>vel</em> 1831, 114.	0	70	0		0
273466	1	SIL34_02_17_0170	5	4362	nigro-violacea	0	Pentatoma	0			Palisot de B.	Ins. Afr. Amér. (—) 1809, 83			Ins. Afr. Amér.	(—)		1809	83							Ins Afr Amér				0	1	nigro-violacea Pentatoma, Palisot de B., Ins. Afr. Amér. (—) 1809, 83.	0	70	0		0
273661	1	SIL34_02_17_0182	9	4374	nitidissimus	0	Pyramis (Mont,)	0			T. Brown	Ill. Conch. G. B. I. 1827, pl. 1, f. 54.&#x2014;Turbo.			Ill. Conch. G. B. I.			1827	pl. 1, f. 54							Ill Conch G B		Turbo.		0	12	nitidissimus Pyramis (Mont,), T. Brown, Ill. Conch. G. B. I. 1827, pl. 1, f. 54.—Turbo.	0	70	0		0
273708	1	SIL34_02_17_0183	7	4375	nitidula	0	Actein	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Plicacéens, pl. 1			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Plicacéens, pl. 1							Atlas to Conch foss tert Adour		Auricula, 1828.		0	1	nitidula Actein, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Plicacéens, pl. 1.—Auricula, 1828.	0	70	0		0
274461	1	SIL34_02_17_0197	39	4389	niveus	0	Botryllus	0			S. d. Chiaje	Mem. An. s. vert. Napoli, III (—) 1828, 94			Mem. An. s. vert. Napoli, III	(—)		1828	94							Mem An s vert Napoli				0	1	niveus Botryllus, S. d. Chiaje, Mem. An. s. vert. Napoli, III (—) 1828, 94.	0	70	0		0
275076	1	SIL34_02_17_0208	16	4400	nodosalis	0	Herminia	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1850-51, 385			Syst. Bearb. Schmett. Europ. II	(—)		1850-51	385							Syst Bearb Schmett Europ				0	1	nodosalis Herminia, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1850-51, 385.	0	70	0		0
275182	1	SIL34_02_17_0210	14	4402	nodosa	0	Melanopsis	0			A. E. Férussac in G. P. Deshayes in A. E. Férussac	H. N. g. et p. Moll., wrapper of Nov. 15, 1822 [<em>n. et f.</em>] ; wrapper of Nov. 21, 1823	G. P. Deshayes in A. E. Férussac		H. N. gen. et part. Moll.			wrapper of Nov. 15, 1822		[<em>n. et f.</em>]		wrapper of Nov. 21, 1823 [<em>n. et f.</em>]				H N g et p Moll				1	2	nodosa Melanopsis, A. E. Férussac in G. P. Deshayes in A. E. Férussac, H. N. g. et p. Moll., wrapper of Nov. 15, 1822 [<em>n. et f.</em>] ; wrapper of Nov. 21, 1823 [<em>n. et f.</em>].	0	70	0		0
275556	1	SIL34_02_17_0218	20	4410	norna	0	Chionobas (Esp.)	0			J. A. Boisduval	Ic. hist. lepidopt. Europe, I (—) 1833, 185			Ic. hist. lepidopt. Europe, I	(—)		1833	185							Ic hist lepidopt Europe		[Papilio, Th. 1791.		1	1	norna Chionobas (Esp.), J. A. Boisduval, Ic. hist. lepidopt. Europe, I (—) 1833, 185.—[Papilio, Th. 1791.	0	70	0		0
275961	1	SIL34_02_17_0227	7	4419	notochlorus	0	Truxalis	0			Palisot de B.	Ins. Afr. Amér. (—) 1807, 80			Ins. Afr. Amér.	(—)		1807	80							Ins Afr Amér				0	1	notochlorus Truxalis, Palisot de B., Ins. Afr. Amér. (—) 1807, 80.	0	70	0		0
276751	1	SIL34_02_17_0244	1	4436	Nuculocardia	0		0			A. d'Orbigny	<em>sic</em> Marschall, <em>sed ex</em> Sagra, Cuba (Moll. II.), 310, "1846," <em>sed vero propius</em> 1853						1843								<em>sic</em> Marschall	<em>sic</em> Marschall, <em>sed ex</em> Sagra, Cuba (Moll. II.), 310, "1846," <em>sed vero propius</em> 1853			1	10	Nuculocardia A. d'Orbigny, 1843 ; <em>sic</em> Marschall, <em>sed ex</em> Sagra, Cuba (Moll. II.), 310, "1846," <em>sed vero propius</em> 1853.	0	60	0		0
276844	1	SIL34_02_17_0245	42	4437	nudiventris	0	Taphozous	0			P. J. Cretzschmar in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Säug. (—) 1830 <em>vel</em> 1831, 70	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Säug.	(—)		1830 <em>vel</em> 1831	70							Reise				1	1	nudiventris Taphozous, P. J. Cretzschmar in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Säug. (—) 1830 <em>vel</em> 1831, 70.	0	70	0		0
277018	1	SIL34_02_17_0248	54	4440	numismalis	0	Ammonites	0			J. Steininger	Verst. Uebergangsgeb. Eifel, 1831, pl.			Verst. Uebergangsgeb. Eifel			1831	pl.							Verst Uebergangsgeb Eifel	<em>v.</em> Mém. Soc. géol. France, I. 1834, expl. pl. xxiii [<em>n. et f.</em>]			0	9	numismalis Ammonites, J. Steininger, Verst. Uebergangsgeb. Eifel, 1831, pl. ; <em>v.</em> Mém. Soc. géol. France, I. 1834, expl. pl. xxiii [<em>n. et f.</em>].	0	70	0		0
277320	1	SIL34_02_17_0254	30	4446	Nycteola	0		0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1850-51, 444			Syst. Bearb. Schmett. Europ. II	(—)		1850-51	444							Syst Bearb Schmett Europ		Lep.		0	1	Nycteola Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1850-51, 444.—Lep.	0	60	1		0
277481	1	SIL34_02_17_0258	30	4450	nystii	0	Pleurotoma	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Pleurotomes, pl. ii			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Pleurotomes, pl. ii							Atlas to Conch foss tert Adour				1	1	nystii Pleurotoma, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Pleurotomes, pl. ii.	0	70	0		0
277533	1	SIL34_02_18_0007	32	4455	obductella	0	Pempelia	0			H. T. Stainton	The Zoologist, VII (—) 1849, 2628			The Zoologist, VII	(—)		1849	2628							The Zoologist				0	1	obductella Pempelia, H. T. Stainton, The Zoologist, VII (—) 1849, 2628.	0	70	0		0
277822	1	SIL34_02_18_0013	15	4461	obliquata	0	Cicindela	0			Dejean	Catal. Coléopt. 1821, 1 [<em>n. n.</em>]. ; Spec. gén. Coléopt. I. 1825, 72			Catal. Coléopt. 1821, 1			1821	1	[<em>n. n.</em>].		Spec. gén. Coléopt. I. 1825, 72				Catal Coléopt				0	2	obliquata Cicindela, Dejean, Catal. Coléopt. 1821, 1 [<em>n. n.</em>]. ; Spec. gén. Coléopt. I. 1825, 72.	0	70	0		0
277915	1	SIL34_02_18_0015	6	4463	obliquus	0	Abraeus	0			J. Le Conte	Proc. Boston Soc. N. H. I (—) 1844, 187 ; Boston Journ. N. H. V (1) 1845, 84			Proc. Boston Soc. N. H. I	(—)		1844	187			Boston Journ. N. H. V (1) 1845, 84				Proc Boston Soc N H				1	2	obliquus Abraeus, J. Le Conte, Proc. Boston Soc. N. H. I (—) 1844, 187 ; Boston Journ. N. H. V (1) 1845, 84.	0	70	0		0
278181	1	SIL34_02_18_0101	8	4549	oeme	0	Erebia (Esp.)	0			J. A. Boisduval	Ic. hist. lepidopt. Europe, I (—) 1833, 174			Ic. hist. lepidopt. Europe, I	(—)		1833	174							Ic hist lepidopt Europe		Papilio.		0	1	oeme Erebia (Esp.), J. A. Boisduval, Ic. hist. lepidopt. Europe, I (—) 1833, 174.—Papilio.	0	70	0		0
278806	1	SIL34_02_18_0025	50	4473	oblongus	0	Fusus	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840—46 [<em>vero propius</em> 1847], Turbinelles, pl. iii			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Turbinelles, pl. iii							Atlas to Conch foss tert Adour				1	1	oblongus Fusus, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840—46 [<em>vero propius</em> 1847], Turbinelles, pl. iii.	0	70	0		0
278968	1	SIL34_02_18_0029	7	4477	oblonga	0	Purpura	0			J. P. S. de Grateloup	Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Pourpres, pl. 1			Atlas to Conch. foss. tert. Adour			1840-46 [<em>vero propius</em> 1847]	Pourpres, pl. 1							Atlas to Conch foss tert Adour				1	1	oblonga Purpura, J. P. S. de Grateloup, Atlas to Conch. foss. tert. Adour, 1840-46 [<em>vero propius</em> 1847], Pourpres, pl. 1.	0	70	0		0
278980	1	SIL34_02_18_0029	19	4477	oblongus	0	Scarabaeus	0			Palisot de B.	Ins. Afr. Amér. (—) 1807, 74			Ins. Afr. Amér.	(—)		1807	74							Ins Afr Amér				0	1	oblongus Scarabaeus, Palisot de B., Ins. Afr. Amér. (—) 1807, 74.	0	70	0		0
279106	1	SIL34_02_18_0031	39	4479	obrutaria	0	Eupithecia	0			Herrich-S.	Syst. Bearb. Schmett. Europ. III (—) 1848, 119			Syst. Bearb. Schmett. Europ. III	(—)		1848	119							Syst Bearb Schmett Europ				0	1	obrutaria Eupithecia, Herrich-S., Syst. Bearb. Schmett. Europ. III (—) 1848, 119.	0	70	0		0
279317	1	SIL34_02_18_0035	47	4483	obscura	0	Agrotis	0			Herrich-S.	Syst. Bearb. Schmett. Europ. II (—) 1850—51, 336			Syst. Bearb. Schmett. Europ. II	(—)		1850-51	336							Syst Bearb Schmett Europ				0	1	obscura Agrotis, Herrich-S., Syst. Bearb. Schmett. Europ. II (—) 1850—51, 336.	0	70	0		0
279764	1	SIL34_02_18_0044	33	4492	obscura	0	Pentatoma	0			Palisot de B.	Ins. Afr. Améer. (—) 1813-20, 149			Ins. Afr. Amér.	(—)		1813-20	149							Ins Afr Améer				0	1	obscura Pentatoma, Palisot de B., Ins. Afr. Améer. (—) 1813-20, 149.	0	70	0		0
279872	1	SIL34_02_18_0046	34	4494	obscura	0	Sylvia	0			A. Smith	Ill. Zool. S. Afr. (Aves), pl. cxii (1847).			Ill. Zool. S. Afr. (Aves)			(1847)	pl. cxii							Ill Zool S Afr				0	12	obscura Sylvia, A. Smith Ill. Zool. S. Afr. (Aves), pl. cxii (1847).	0	70	0		0
280065	1	SIL34_02_18_0050	14	4498	obsoleta	0	Doris	0			E. Rueppell & Leuckart in Atlas zu Rueppell	Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 31	Atlas zu Rueppell		Reise (Senckenb. Nat. Ges.) Wirbellose Thiere	(—)		1830 <em>vel</em> 1831	31							Reise				1	1	obsoleta Doris, E. Rueppell & Leuckart in Atlas zu Rueppell, Reise (Senckenb. Nat. Ges.) Wirbellose Thiere (—) 1830 <em>vel</em> 1831, 31.	0	70	0		0
280262	1	SIL34_02_18_0054	4	4502	obtecta	0	Copris	0			Palisot de B.	Ins. Afr. Amér. (—) 1806, 25			Ins. Afr. Amér.	(—)		1806	25							Ins Afr Amér				0	1	obtecta Copris, Palisot de B., Ins. Afr. Amér. (—) 1806, 25.	0	70	0		0
280586	1	SIL34_02_18_0060	19	4508	obtusus	0	Reduvius	0			Palisot de B.	Ins. Afr. Amér. (—) 1807, 63			Ins. Afr. Amér.	(—)		1807	63							Ins Afr Amér				0	1	obtusus Reduvius, Palisot de B., Ins. Afr. Amér. (—) 1807, 63.	0	70	0		0
280600	1	SIL34_02_18_0060	33	4508	obtusus	0	Scarabaeus	0			Palisot de B.	Ins. Afr. Amér. (—) 1812, 104			Ins. Afr. Amér.	(—)		1812	104							Ins Afr Amér				0	1	obtusus Scarabaeus, Palisot de B., Ins. Afr. Amér. (—) 1812, 104.	0	70	0		0
